month,supplier,spend_share,po_compliance,on_time_delivery,exception_rate,processing_hours,quality_score,price_stability,performance_score
2026-02,Proveedor B,0.2,85.4647537610672,93.32269614292137,4.276998839390118,3.139796893810109,92.25266686887187,90.53530658872427,88.1804814631883
2026-03,Proveedor B,0.2,85.21685541851572,91.84844724105045,3.8756984205080665,2.702547549211058,88.93497077866553,90.95272642022161,89.53764348155327
2026-04,Proveedor B,0.2,84.79379055824602,91.17195765382642,4.309729846607569,3.009531641973595,93.99509633753767,94.37079369901099,86.77715792194704
2026-05,Proveedor B,0.2,85.5156928199522,89.16231669468364,4.293699011820343,2.5967647261724185,90.37696410973047,89.08185480141029,86.9320875769693
2026-06,Proveedor B,0.2,88.59897034618146,93.28268742140162,4.144477807036459,2.5410865617935467,88.48797558294346,89.27053813639,85.93475575980268
2026-07,Proveedor B,0.2,89.65189487036983,93.2344941386512,4.54395882885807,2.6751761003652117,89.22258435037446,88.55232485665144,86.0670745270233
2026-08,Proveedor B,0.2,90.19270459865275,91.52150397739611,4.493471221307721,2.5742682054782433,92.39735951931137,90.57742644915879,85.6414182342015
2025-09,Proveedor C,0.18,93.93885621079684,87.8213821482271,2.2561252705187282,1.786254129914805,94.16159135434913,86.08309363852057,91.27203452281029
2025-10,Proveedor C,0.18,96.36863688461565,89.2879849044322,2.0584765858615413,1.9714565349006357,97.95900261256024,88.32907375204579,92.38624380917284
2025-11,Proveedor C,0.18,95.65943306508983,89.7717615892309,2.637514597198597,1.9458086093054765,94.16329645241925,85.9477612011315,92.22909380021136
2025-12,Proveedor C,0.18,96.58549858117495,88.67686541609132,1.9658844376024045,2.2653610730605505,94.33943147693476,86.65790947156626,94.93735599858358
2026-01,Proveedor C,0.18,93.40809231571062,88.99078063990387,2.0427949855164207,1.9843936371997333,98.11122279197058,88.13587736035262,93.59593829386537
2026-02,Proveedor C,0.18,90.92474184845346,88.91230687652579,1.8048694053974952,1.595296734894093,94.68277144960688,87.49881483894879,93.13043476808815
2026-03,Proveedor C,0.18,92.01041092339065,89.05513668666995,1.9305406983332476,1.8180817264095097,97.50413673795691,88.8071731555059,92.77076306291701
2026-04,Proveedor C,0.18,93.76824148112514,87.74730329899273,2.0216494140918253,1.9606241978178054,96.26486003768056,86.37341789164995,92.53870288739685
2026-05,Proveedor C,0.18,94.34234249520836,93.53145326756106,2.7568956139485845,1.6866891623602949,95.56892495767623,85.8048369972445,90.43338399499154
2026-06,Proveedor C,0.18,94.47340750538551,91.17053651759882,1.8448206567897372,1.7364633899830508,92.77906645539201,87.75600111918264,89.28485640674617
2026-07,Proveedor C,0.18,93.20584085895089,87.42165059929835,2.0670081060116052,1.4605679021608422,93.79943213191352,91.19387066804245,88.7467162937738
2026-08,Proveedor C,0.18,92.35482163231804,92.30644435097837,3.116773509234142,1.6071083427936645,95.44762656481795,88.51233332641077,88.85678241411557
2025-09,Proveedor D,0.15,80.51971438235765,85.5584998773042,6.27206815162161,3.608691518616655,86.43576589315485,83.79926555322594,83.77443717328673
2025-10,Proveedor D,0.15,81.64273938403801,85.52050251798389,6.081259461369189,3.361168195295246,87.70730778381771,85.51907372672974,80.76926333786234
2025-11,Proveedor D,0.15,82.5276346125988,86.09567962564016,6.0000295375819945,3.3196104916142883,87.47474139250996,83.85407010237977,83.14872167041402
2025-12,Proveedor D,0.15,84.36003235371287,86.69452379460171,5.732929976606831,3.2218971320041456,88.78671442963329,84.39412383772071,85.70804445062282
2026-01,Proveedor D,0.15,79.3831210195387,87.66938926680473,6.159047118375027,3.2223923288963805,86.29271278882507,84.39557580653478,83.64011822430848
2026-02,Proveedor D,0.15,81.56174322129466,85.81372111748126,5.91180791762759,3.538140628025617,89.20723795948973,80.15001233860305,82.66066837418344
2026-03,Proveedor D,0.15,82.26476863205868,86.53278918143678,5.869829896537548,3.0608195543803545,87.49199322557116,86.59102532124628,81.6274596946782
2026-04,Proveedor D,0.15,83.29574202054728,85.40865459837879,5.978536478959904,3.2367753723240127,86.49831574146619,85.95006689204844,79.33319147256623
2026-05,Proveedor D,0.15,84.59846740811491,88.11934140015985,6.153680337625351,3.935983631541948,87.65848973810745,85.24198226519559,81.26398254742337
2026-06,Proveedor D,0.15,82.0998187237888,84.7446371180595,6.346354377108199,3.2054240942212835,88.17352551362649,83.71402341374225,79.87781967926071
2026-07,Proveedor D,0.15,83.12630348309689,89.27716308376424,6.255771141898526,3.10698993608669,86.8995702406527,82.24198921110778,81.66711010016608
2026-08,Proveedor D,0.15,84.26684264991508,87.14756085961585,5.755374349997439,3.2465706583899,87.04917313931439,82.17515977592831,80.0197537008049
2025-09,Proveedor E,0.12,89.46801420732686,93.07956166499206,3.913066515278554,1.9271776228504751,92.45655009354539,92.10805035984886,87.8446316671241
2025-10,Proveedor E,0.12,91.4243145224768,87.28617110175146,3.4931138011831133,2.6477265806983388,89.62760840081908,94.21392357208026,89.86580665035355
2025-11,Proveedor E,0.12,90.2698759787651,89.97230140926077,3.9848172914881737,2.7671178889972596,92.34931703020575,92.35160133904805,90.35423441245264
2025-12,Proveedor E,0.12,87.70498210289092,90.73444837556737,3.6466171136416747,2.595848466088374,93.49973637036544,90.41219587703239,90.47065436704416
2026-01,Proveedor E,0.12,91.22218332148846,89.66154118813739,3.412212493948388,2.550576547957798,93.26657778572797,92.017139083341,89.86393530385504
2026-02,Proveedor E,0.12,90.2851909738498,92.5152761204021,3.8939407754634328,3.0819132750865212,91.69225746670094,88.99471656190023,91.14246092468032
2026-03,Proveedor E,0.12,88.31345085356476,91.19418479981746,4.158342739701185,2.0994351147352686,90.1225291788408,89.59808309432172,90.78678524591038
2026-04,Proveedor E,0.12,89.65945490902548,91.94353811706299,3.796695962764994,2.1468085290269086,88.53484484505104,92.08153037808557,87.17086161043507
2026-05,Proveedor E,0.12,89.68907865757492,92.26351652719829,3.748384501220539,2.6900332713439634,92.3438170611726,92.7950970584022,86.94866501667211
2026-06,Proveedor E,0.12,88.73058287925281,91.35419697398252,3.9871849663960965,2.401564706943857,92.78175088359816,91.60124181212693,86.33809690805849
2026-07,Proveedor E,0.12,90.2442785630361,87.41249133210252,3.246234685173834,2.1294536506392947,88.49957582022755,90.98260333976724,87.07056298721153
2026-08,Proveedor E,0.12,88.57267390042614,91.35602214749534,4.0812261238487775,2.831921533066923,91.89629309791079,94.0303788343541,88.49101019131771
2025-09,Proveedor F,0.1,83.74390266425881,82.93007936604228,4.681812220602245,2.877966536566587,87.46297496788836,87.2053775290679,83.50055199012091
2025-10,Proveedor F,0.1,82.92672772693444,84.70708944286785,4.835809621294863,3.2186742721158006,87.80337002396841,83.25364126122871,86.17406210530547
2025-11,Proveedor F,0.1,84.0924989307869,83.03897957092761,4.825586656048609,2.936429180828111,88.64183566104238,85.71613348859539,85.76616286709401
2025-12,Proveedor F,0.1,85.54288278089327,86.3771909799507,5.080024847197468,2.7307855457885672,89.60083362485797,85.50276774185411,85.28063688264506
2026-01,Proveedor F,0.1,85.5750656697737,83.76395244563398,5.322071562916204,3.587753140031575,91.11547079358063,86.10407170269917,86.09145707373136
2026-02,Proveedor F,0.1,86.61436023619957,82.47781014101878,5.3165746304163894,3.093534288011536,88.47086231718633,84.74994679107589,84.47993692813641
2026-03,Proveedor F,0.1,81.89052484601307,81.98870859661871,5.039463650271234,3.0267021033378096,90.90584674364428,87.65899005486095,81.69419902011903
2026-04,Proveedor F,0.1,85.52156267867643,83.26725917456942,5.100472656685967,3.1463314123538457,88.92875667546309,85.49111227417397,81.7093158188556
2026-05,Proveedor F,0.1,83.2870926607864,84.01141031225208,6.109185804308542,3.155769935656319,90.14982175990926,86.13728026725981,83.53141809631933
2026-06,Proveedor F,0.1,84.91482520841096,83.69326635390443,4.927181161146104,3.2075753397393885,86.72269421622134,86.99837785447015,82.62063733789809
2026-07,Proveedor F,0.1,85.54979711085585,83.48475227959976,5.358887952758044,3.022831736113397,89.40332068819772,83.25289087367732,83.25395799334036
2026-08,Proveedor F,0.1,82.013782007314,81.30889050559104,5.6773517804348685,3.3237962454929217,86.92077965007282,83.74624481593865,81.92896066990203
